country,year,change_temp
Anguilla,1990,0.6900000000000013
Argentina,1990,0.34999999999999964
Armenia,1990,1.0199999999999996
Aruba,1990,0.2099999999999973
Australia,1990,0.5899999999999999
Austria,1990,0.6699999999999999
Azerbaijan,1990,1.4100000000000001
Bahamas,1990,0.9299999999999997
Bahrain,1990,0.4400000000000013
Bangladesh,1990,0.060000000000002274
Barbados,1990,0.6600000000000001
Belarus,1990,1.9399999999999995
Belgium,1990,1.1500000000000004
Belize,1990,1.0
Benin,1990,0.759999999999998
Bhutan,1990,0.19000000000000128
Bolivia,1990,0.21999999999999886
Bosnia And Herzegovina,1990,0.6500000000000004
Botswana,1990,0.9200000000000017
Brazil,1990,0.370000000000001
British Virgin Islands,1990,0.7100000000000009
Bulgaria,1990,0.6399999999999988
Burkina Faso,1990,0.8299999999999983
Burundi,1990,0.33000000000000185
Cambodia,1990,0.6300000000000026
Cameroon,1990,0.7699999999999996
Canada,1990,0.0
Cape Verde,1990,0.6999999999999993
Cayman Islands,1990,0.7699999999999996
Central African Rep.,1990,0.6699999999999982
Chad,1990,0.7699999999999996
Chile,1990,0.5299999999999994
China,1990,1.1999999999999993
Christmas Island,1990,0.8399999999999999
Colombia,1990,0.34999999999999787
Comoros,1990,0.29999999999999716
Costa Rica,1990,0.8699999999999974
Croatia,1990,0.5999999999999996
Cuba,1990,0.7899999999999991
Cura??ao,1990,0.23000000000000043
Cyprus,1990,0.1700000000000017
Czech Republic,1990,0.9900000000000011
Denmark,1990,-0.10000000000000142
Djibouti,1990,0.7600000000000016
Dominica,1990,0.7300000000000004
Dominican Republic,1990,0.41000000000000014
Ecuador,1990,0.5199999999999996
Egypt,1990,0.28999999999999915
El Salvador,1990,0.9100000000000001
Equatorial Guinea,1990,0.5799999999999983
Eritrea,1990,1.0199999999999996
Estonia,1990,2.46
Ethiopia,1990,0.5899999999999999
Falkland Islands (Islas Malvinas),1990,1.0199999999999996
Faroe Islands,1990,0.9700000000000006
Fiji,1990,0.9799999999999969
Finland,1990,2.94
France,1990,1.049999999999999
French Guiana,1990,0.5500000000000007
French Polynesia,1990,1.1799999999999997
Gabon,1990,0.5100000000000016
Gambia,1990,0.6799999999999997
Gaza Strip,1990,0.2699999999999996
Georgia,1990,0.9699999999999998
Germany,1990,1.2400000000000002
Ghana,1990,0.6099999999999994
Greece,1990,0.39000000000000057
Greenland,1990,-0.15000000000000213
Grenada,1990,0.5899999999999999
Guadeloupe,1990,0.7099999999999973
Guam,1990,27.27
Guatemala,1990,0.740000000000002
Guernsey,1990,1.2599999999999998
Guinea Bissau,1990,0.6699999999999982
Guinea,1990,0.6300000000000026
Guyana,1990,0.6400000000000006
Haiti,1990,0.4200000000000017
Heard Island And Mcdonald Islands,1990,2.76
Honduras,1990,0.8300000000000018
Hong Kong,1990,0.9700000000000024
Hungary,1990,0.6099999999999994
Iceland,1990,0.4099999999999999
India,1990,-0.19000000000000128
Indonesia,1990,0.509999999999998
Iran,1990,1.3099999999999987
Iraq,1990,0.8299999999999983
Ireland,1990,0.9800000000000004
Isle Of Man,1990,1.0999999999999996
Israel,1990,0.2699999999999996
Italy,1990,0.7200000000000006
Jamaica,1990,0.5399999999999991
Japan,1990,2.119999999999999
Jersey,1990,1.2599999999999998
Jordan,1990,0.360000000000003
Kazakhstan,1990,2.079999999999999
Kenya,1990,0.0
Kiribati,1990,0.5199999999999996
Kuwait,1990,0.6600000000000001
Kyrgyzstan,1990,1.7300000000000004
Laos,1990,0.5499999999999972
Latvia,1990,2.33
Lebanon,1990,0.3000000000000007
Lesotho,1990,0.3100000000000005
Liberia,1990,0.5500000000000007
Libya,1990,0.9299999999999997
Liechtenstein,1990,0.9199999999999999
Lithuania,1990,2.130000000000001
Luxembourg,1990,1.0999999999999996
Macau,1990,1.0100000000000016
Madagascar,1990,0.1999999999999993
Malawi,1990,0.6700000000000017
Malaysia,1990,0.6400000000000006
Mali,1990,1.0599999999999987
Malta,1990,1.0700000000000003
Martinique,1990,0.7300000000000004
Mauritania,1990,1.0999999999999979
Mauritius,1990,0.379999999999999
Mayotte,1990,0.28000000000000114
Mexico,1990,0.4400000000000013
Moldova,1990,1.4300000000000015
Monaco,1990,0.870000000000001
Mongolia,1990,1.83
Montenegro,1990,0.5299999999999994
Montserrat,1990,0.7099999999999973
Morocco,1990,1.129999999999999
Mozambique,1990,0.4399999999999977
Namibia,1990,0.7300000000000004
Nepal,1990,0.2400000000000002
Netherlands,1990,1.2699999999999996
New Caledonia,1990,1.2800000000000011
New Zealand,1990,1.299999999999999
Nicaragua,1990,0.8300000000000018
Niger,1990,0.8300000000000018
Nigeria,1990,0.8300000000000018
Niue,1990,0.8900000000000006
North Korea,1990,1.4399999999999995
Northern Mariana Islands,1990,27.27
Norway,1990,3.0
Oman,1990,0.6900000000000013
Pakistan,1990,0.629999999999999
Palau,1990,
Panama,1990,0.6900000000000013
Papua New Guinea,1990,0.40000000000000213
Paraguay,1990,-0.13999999999999702
Peru,1990,0.21999999999999886
Philippines,1990,0.6799999999999997
Poland,1990,1.4900000000000002
Portugal,1990,1.0299999999999994
Puerto Rico,1990,0.5700000000000003
Qatar,1990,0.5800000000000018
Reunion,1990,0.2699999999999996
Romania,1990,0.8499999999999996
Russia,1990,1.8500000000000005
Rwanda,1990,0.3100000000000023
Saint Barth??lemy,1990,0.6900000000000013
Saint Kitts And Nevis,1990,0.7000000000000028
Saint Lucia,1990,0.6600000000000001
Saint Martin,1990,0.6900000000000013
Saint Pierre And Miquelon,1990,-0.02999999999999936
Saint Vincent And The Grenadines,1990,0.6400000000000006
Samoa,1990,0.8900000000000006
San Marino,1990,0.629999999999999
Sao Tome And Principe,1990,0.5100000000000016
Saudi Arabia,1990,0.5300000000000011
Senegal,1990,0.6500000000000021
Serbia,1990,0.6899999999999995
Seychelles,1990,0.6199999999999974
Sierra Leone,1990,0.5899999999999999
Singapore,1990,0.5999999999999979
Sint Maarten,1990,0.6900000000000013
Slovakia,1990,0.6699999999999999
Slovenia,1990,0.5899999999999999
Solomon Islands,1990,1.0500000000000007
Somalia,1990,0.4299999999999997
South Africa,1990,0.33999999999999986
South Georgia And The South Sandwich Isla,1990,0.95
South Korea,1990,1.6400000000000006
Spain,1990,1.129999999999999
Sri Lanka,1990,0.2900000000000027
Sudan,1990,0.75
Suriname,1990,0.5399999999999991
Svalbard And Jan Mayen,1990,2.55
Swaziland,1990,0.3500000000000014
Sweden,1990,3.16
Switzerland,1990,0.9500000000000002
Syria,1990,0.4499999999999993
Taiwan,1990,0.7300000000000004
Tajikistan,1990,1.6500000000000004
Tanzania,1990,0.3100000000000023
Thailand,1990,0.48999999999999844
Timor Leste,1990,0.17999999999999972
Togo,1990,0.759999999999998
Tonga,1990,0.7800000000000011
Trinidad And Tobago,1990,0.6099999999999994
Tunisia,1990,1.0899999999999999
Turkey,1990,0.11999999999999922
Turkmenistan,1990,2.01
Turks And Caicas Islands,1990,0.5500000000000007
Uganda,1990,0.3000000000000007
Ukraine,1990,1.58
United Arab Emirates,1990,0.6700000000000017
United Kingdom,1990,1.1199999999999992
United States,1990,0.5
Uruguay,1990,-0.08000000000000185
Uzbekistan,1990,2.0500000000000007
Venezuela,1990,0.46999999999999886
Vietnam,1990,0.75
Virgin Islands,1990,0.7100000000000009
Western Sahara,1990,1.139999999999997
Yemen,1990,0.6500000000000021
Zambia,1990,0.8499999999999979
Zimbabwe,1990,0.8499999999999979
Dem. Rep. Congo,2000,0.5100000000000016
Congo,2000,0.5
??land,2000,2.7300000000000004
Afghanistan,2000,1.75
Albania,2000,0.6799999999999997
Algeria,2000,1.1700000000000017
American Samoa,2000,0.9499999999999993
Andorra,2000,0.9600000000000009
Angola,2000,0.5700000000000003
Anguilla,2000,0.6400000000000006
Argentina,2000,-0.0600000000000005
Armenia,2000,1.6799999999999997
Aruba,2000,0.09999999999999787
Australia,2000,-0.05999999999999872
Austria,2000,1.4100000000000001
Azerbaijan,2000,2.0500000000000007
Bahamas,2000,0.39000000000000057
Bahrain,2000,1.1700000000000017
Bangladesh,2000,-0.07000000000000028
Barbados,2000,0.6199999999999974
Belarus,2000,2.09
Belgium,2000,1.2400000000000002
Belize,2000,0.7300000000000004
Benin,2000,0.6099999999999994
Bhutan,2000,-0.019999999999999574
Bolivia,2000,-0.030000000000001137
Bosnia And Herzegovina,2000,1.2400000000000002
Botswana,2000,-0.14999999999999858
Brazil,2000,0.3000000000000007
British Virgin Islands,2000,0.620000000000001
Bulgaria,2000,0.9499999999999993
Burkina Faso,2000,0.6099999999999994
Burundi,2000,0.5200000000000031
Cambodia,2000,0.4299999999999997
Cameroon,2000,0.48999999999999844
Canada,2000,0.9899999999999993
Cape Verde,2000,0.6699999999999982
Cayman Islands,2000,0.5100000000000016
Central African Rep.,2000,0.5599999999999987
Chad,2000,0.5999999999999979
Chile,2000,0.2599999999999998
China,2000,0.7999999999999998
Christmas Island,2000,0.7699999999999996
Colombia,2000,0.16000000000000014
Comoros,2000,0.14999999999999858
Costa Rica,2000,0.6499999999999986
Croatia,2000,1.4000000000000004
Cuba,2000,0.4400000000000013
Cura??ao,2000,0.09999999999999787
Cyprus,2000,0.4200000000000017
Czech Republic,2000,1.6900000000000004
Denmark,2000,0.9499999999999993
Djibouti,2000,1.3200000000000003
Dominica,2000,0.6700000000000017
Dominican Republic,2000,0.11999999999999744
Ecuador,2000,0.120000000000001
Egypt,2000,0.0799999999999983
El Salvador,2000,0.75
Equatorial Guinea,2000,0.509999999999998
Eritrea,2000,1.0899999999999999
Estonia,2000,2.7699999999999996
Ethiopia,2000,0.9700000000000024
Falkland Islands (Islas Malvinas),2000,0.6200000000000001
Faroe Islands,2000,0.7600000000000007
Fiji,2000,1.4199999999999982
Finland,2000,3.59
France,2000,0.9800000000000004
French Guiana,2000,0.4299999999999997
French Polynesia,2000,0.9699999999999989
Gabon,2000,0.5100000000000016
Gambia,2000,0.5999999999999979
Gaza Strip,2000,0.4399999999999977
Georgia,2000,1.4400000000000004
Germany,2000,1.5700000000000003
Ghana,2000,0.620000000000001
Greece,2000,0.5600000000000005
Greenland,2000,0.9199999999999982
Grenada,2000,0.5700000000000003
Guadeloupe,2000,0.6699999999999982
Guam,2000,27.48
Guatemala,2000,0.5700000000000003
Guernsey,2000,0.8399999999999999
Guinea Bissau,2000,0.5999999999999979
Guinea,2000,0.5899999999999999
Guyana,2000,0.46000000000000085
Haiti,2000,0.08000000000000185
Heard Island And Mcdonald Islands,2000,2.88
Honduras,2000,0.7699999999999996
Hong Kong,2000,0.9100000000000001
Hungary,2000,1.3899999999999988
Iceland,2000,0.74
India,2000,0.129999999999999
Indonesia,2000,0.46000000000000085
Iran,2000,1.7699999999999996
Iraq,2000,1.2799999999999976
Ireland,2000,0.8000000000000007
Isle Of Man,2000,0.8399999999999999
Israel,2000,0.370000000000001
Italy,2000,1.1300000000000008
Jamaica,2000,0.2699999999999996
Japan,2000,1.3599999999999994
Jersey,2000,0.8399999999999999
Jordan,2000,0.490000000000002
Kazakhstan,2000,2.2799999999999994
Kenya,2000,0.5899999999999999
Kiribati,2000,0.5199999999999996
Kuwait,2000,1.2799999999999976
Kyrgyzstan,2000,1.9700000000000006
Laos,2000,0.3299999999999983
Latvia,2000,2.5
Lebanon,2000,0.5
Lesotho,2000,0.21000000000000085
Liberia,2000,0.5300000000000011
Libya,2000,0.6699999999999982
Liechtenstein,2000,1.33
Lithuania,2000,2.26
Luxembourg,2000,1.299999999999999
Macau,2000,0.9000000000000021
Madagascar,2000,0.3999999999999986
Malawi,2000,0.10000000000000142
Malaysia,2000,0.5899999999999999
Mali,2000,0.889999999999997
Malta,2000,1.120000000000001
Martinique,2000,0.6700000000000017
Mauritania,2000,0.9199999999999982
Mauritius,2000,0.5399999999999991
Mayotte,2000,0.10999999999999943
Mexico,2000,0.7100000000000009
Moldova,2000,1.2400000000000002
Monaco,2000,0.9600000000000009
Mongolia,2000,1.3399999999999999
Montenegro,2000,0.8499999999999996
Montserrat,2000,0.6699999999999982
Morocco,2000,1.0
Mozambique,2000,0.16000000000000014
Namibia,2000,0.41000000000000014
Nepal,2000,0.25
Netherlands,2000,1.3699999999999992
New Caledonia,2000,1.1500000000000021
New Zealand,2000,1.1499999999999986
Nicaragua,2000,0.6600000000000001
Niger,2000,0.7600000000000016
Nigeria,2000,0.490000000000002
Niue,2000,1.0399999999999991
North Korea,2000,0.79
Northern Mariana Islands,2000,27.48
Norway,2000,2.73
Oman,2000,1.1700000000000017
Pakistan,2000,1.0700000000000003
Palau,2000,
Panama,2000,0.4700000000000024
Papua New Guinea,2000,0.40000000000000213
Paraguay,2000,-0.10999999999999943
Peru,2000,0.21999999999999886
Philippines,2000,0.7600000000000016
Poland,2000,1.879999999999999
Portugal,2000,0.6799999999999997
Puerto Rico,2000,0.41999999999999815
Qatar,2000,1.25
Reunion,2000,0.6099999999999994
Romania,2000,1.0899999999999999
Russia,2000,1.3200000000000003
Rwanda,2000,0.5100000000000016
Saint Barth??lemy,2000,0.6400000000000006
Saint Kitts And Nevis,2000,0.620000000000001
Saint Lucia,2000,0.5999999999999979
Saint Martin,2000,0.6400000000000006
Saint Pierre And Miquelon,2000,1.4400000000000004
Saint Vincent And The Grenadines,2000,0.5799999999999983
Samoa,2000,0.870000000000001
San Marino,2000,1.2799999999999994
Sao Tome And Principe,2000,0.5600000000000023
Saudi Arabia,2000,1.1500000000000021
Senegal,2000,0.6700000000000017
Serbia,2000,1.2799999999999994
Seychelles,2000,0.5799999999999983
Sierra Leone,2000,0.5899999999999999
Singapore,2000,0.5700000000000003
Sint Maarten,2000,0.6400000000000006
Slovakia,2000,1.4299999999999997
Slovenia,2000,1.4499999999999993
Solomon Islands,2000,1.0500000000000007
Somalia,2000,1.0
South Africa,2000,0.1999999999999993
South Georgia And The South Sandwich Isla,2000,0.8099999999999998
South Korea,2000,0.9900000000000002
Spain,2000,0.8399999999999999
Sri Lanka,2000,0.23000000000000043
Sudan,2000,0.5700000000000003
Suriname,2000,0.4499999999999993
Svalbard And Jan Mayen,2000,2.24
Swaziland,2000,0.16000000000000014
Sweden,2000,3.08
Switzerland,2000,1.2500000000000009
Syria,2000,0.6799999999999997
Taiwan,2000,0.9600000000000009
Tajikistan,2000,1.8399999999999999
Tanzania,2000,0.39000000000000057
Thailand,2000,0.1999999999999993
Timor Leste,2000,-0.19000000000000128
Togo,2000,0.6799999999999997
Tonga,2000,1.1700000000000017
Trinidad And Tobago,2000,0.5799999999999983
Tunisia,2000,1.3000000000000007
Turkey,2000,0.28999999999999915
Turkmenistan,2000,2.4799999999999986
Turks And Caicas Islands,2000,0.1700000000000017
Uganda,2000,0.5899999999999999
Ukraine,2000,1.5
United Arab Emirates,2000,1.2899999999999991
United Kingdom,2000,0.8300000000000001
United States,2000,0.6300000000000008
Uruguay,2000,-0.019999999999999574
Uzbekistan,2000,2.5299999999999994
Venezuela,2000,0.2699999999999996
Vietnam,2000,0.46000000000000085
Virgin Islands,2000,0.620000000000001
Western Sahara,2000,0.759999999999998
Yemen,2000,1.4500000000000028
Zambia,2000,0.18999999999999773
Zimbabwe,2000,-0.13000000000000256
Dem. Rep. Congo,2010,1.0600000000000023
Congo,2010,1.2699999999999996
??land,2010,0.3100000000000005
Afghanistan,2010,2.08
Albania,2010,0.7099999999999991
Algeria,2010,2.3599999999999994
American Samoa,2010,1.1799999999999997
Andorra,2010,0.13000000000000078
Angola,2010,0.8900000000000006
Anguilla,2010,1.4499999999999993
Argentina,2010,0.2699999999999996
Armenia,2010,3.2699999999999996
Aruba,2010,0.9399999999999977
Australia,2010,0.3099999999999987
Austria,2010,-0.019999999999999574
Azerbaijan,2010,3.380000000000001
Bahamas,2010,0.1700000000000017
Bahrain,2010,2.1700000000000017
Bangladesh,2010,0.7200000000000024
Barbados,2010,1.5599999999999987
Belarus,2010,1.2199999999999998
Belgium,2010,-0.4299999999999997
Belize,2010,0.9499999999999993
Benin,2010,1.2999999999999972
Bhutan,2010,0.9299999999999997
Bolivia,2010,0.33999999999999986
Bosnia And Herzegovina,2010,0.35999999999999943
Botswana,2010,0.7100000000000009
Brazil,2010,0.9100000000000001
British Virgin Islands,2010,1.4800000000000004
Bulgaria,2010,0.8099999999999987
Burkina Faso,2010,1.3099999999999987
Burundi,2010,0.990000000000002
Cambodia,2010,1.25
Cameroon,2010,1.3399999999999999
Canada,2010,3.13
Cape Verde,2010,1.7799999999999976
Cayman Islands,2010,0.4400000000000013
Central African Rep.,2010,1.2799999999999976
Chad,2010,1.8499999999999979
Chile,2010,0.41000000000000014
China,2010,1.1099999999999994
Christmas Island,2010,1.2300000000000004
Colombia,2010,0.8200000000000003
Comoros,2010,0.9399999999999977
Costa Rica,2010,0.8099999999999987
Croatia,2010,0.13000000000000078
Cuba,2010,0.28999999999999915
Cura??ao,2010,1.009999999999998
Cyprus,2010,1.9299999999999997
Czech Republic,2010,-0.21999999999999975
Denmark,2010,2.6799999999999997
Djibouti,2010,1.3000000000000007
Dominica,2010,1.5899999999999999
Dominican Republic,2010,0.6999999999999993
Ecuador,2010,0.7300000000000004
Egypt,2010,2.349999999999998
El Salvador,2010,0.8000000000000007
Equatorial Guinea,2010,1.1899999999999977
Eritrea,2010,1.620000000000001
Estonia,2010,0.7999999999999998
Ethiopia,2010,1.1400000000000006
Falkland Islands (Islas Malvinas),2010,1.0899999999999999
Faroe Islands,2010,0.40000000000000036
Fiji,2010,1.5
Finland,2010,1.14
France,2010,0.129999999999999
French Guiana,2010,1.3399999999999999
French Polynesia,2010,1.2699999999999996
Gabon,2010,1.1600000000000001
Gambia,2010,1.3399999999999999
Gaza Strip,2010,2.4599999999999973
Georgia,2010,3.2299999999999995
Germany,2010,-0.4399999999999995
Ghana,2010,1.3000000000000007
Greece,2010,1.2600000000000016
Greenland,2010,2.7399999999999984
Grenada,2010,1.4899999999999984
Guadeloupe,2010,1.5399999999999991
Guam,2010,27.25
Guatemala,2010,0.8300000000000018
Guernsey,2010,-0.11999999999999922
Guinea Bissau,2010,1.2300000000000004
Guinea,2010,1.2200000000000024
Guyana,2010,1.1900000000000013
Haiti,2010,0.4800000000000004
Heard Island And Mcdonald Islands,2010,3.11
Honduras,2010,0.870000000000001
Hong Kong,2010,0.8500000000000014
Hungary,2010,0.03999999999999915
Iceland,2010,1.32
India,2010,0.6799999999999997
Indonesia,2010,0.8099999999999987
Iran,2010,2.969999999999999
Iraq,2010,2.9399999999999977
Ireland,2010,-0.07000000000000028
Isle Of Man,2010,-0.3200000000000003
Israel,2010,2.4499999999999993
Italy,2010,0.3200000000000003
Jamaica,2010,0.3200000000000003
Japan,2010,1.75
Jersey,2010,-0.11999999999999922
Jordan,2010,2.6700000000000017
Kazakhstan,2010,2.2299999999999995
Kenya,2010,0.8300000000000018
Kiribati,2010,0.9700000000000024
Kuwait,2010,2.539999999999999
Kyrgyzstan,2010,1.8399999999999999
Laos,2010,1.4199999999999982
Latvia,2010,0.71
Lebanon,2010,2.3900000000000006
Lesotho,2010,1.0700000000000003
Liberia,2010,1.2000000000000028
Libya,2010,2.349999999999998
Liechtenstein,2010,-0.15000000000000036
Lithuania,2010,0.4800000000000004
Luxembourg,2010,-0.35999999999999943
Macau,2010,0.8599999999999994
Madagascar,2010,0.9299999999999997
Malawi,2010,0.990000000000002
Malaysia,2010,1.0299999999999976
Mali,2010,1.8699999999999974
Malta,2010,1.1700000000000017
Martinique,2010,1.5899999999999999
Mauritania,2010,1.9299999999999997
Mauritius,2010,1.2100000000000009
Mayotte,2010,0.9499999999999993
Mexico,2010,0.33000000000000185
Moldova,2010,0.7800000000000011
Monaco,2010,-0.049999999999998934
Mongolia,2010,0.8499999999999999
Montenegro,2010,0.5299999999999994
Montserrat,2010,1.5299999999999976
Morocco,2010,1.870000000000001
Mozambique,2010,0.8499999999999979
Namibia,2010,0.7800000000000011
Nepal,2010,1.08
Netherlands,2010,-0.47000000000000064
New Caledonia,2010,1.740000000000002
New Zealand,2010,1.3699999999999992
Nicaragua,2010,0.9000000000000021
Niger,2010,2.080000000000002
Nigeria,2010,1.4600000000000009
Niue,2010,1.240000000000002
North Korea,2010,0.6200000000000001
Northern Mariana Islands,2010,27.25
Norway,2010,0.7100000000000001
Oman,2010,1.7100000000000009
Pakistan,2010,1.3399999999999999
Palau,2010,
Panama,2010,0.7900000000000027
Papua New Guinea,2010,0.8000000000000007
Paraguay,2010,-0.11999999999999744
Peru,2010,0.5699999999999967
Philippines,2010,1.1099999999999994
Poland,2010,-0.1200000000000001
Portugal,2010,0.9699999999999989
Puerto Rico,2010,1.2699999999999996
Qatar,2010,2.150000000000002
Reunion,2010,1.1000000000000014
Romania,2010,0.46999999999999886
Russia,2010,1.3500000000000005
Rwanda,2010,1.0300000000000011
Saint Barth??lemy,2010,1.4499999999999993
Saint Kitts And Nevis,2010,1.5100000000000016
Saint Lucia,2010,1.5300000000000011
Saint Martin,2010,1.4499999999999993
Saint Pierre And Miquelon,2010,2.1400000000000006
Saint Vincent And The Grenadines,2010,1.4899999999999984
Samoa,2010,1.1900000000000013
San Marino,2010,0.2599999999999998
Sao Tome And Principe,2010,1.1400000000000006
Saudi Arabia,2010,2.0400000000000027
Senegal,2010,1.4400000000000013
Serbia,2010,0.4800000000000004
Seychelles,2010,1.139999999999997
Sierra Leone,2010,1.2199999999999989
Singapore,2010,1.0700000000000003
Sint Maarten,2010,1.4499999999999993
Slovakia,2010,0.019999999999999574
Slovenia,2010,0.049999999999998934
Solomon Islands,2010,1.379999999999999
Somalia,2010,1.1099999999999994
South Africa,2010,0.9100000000000001
South Georgia And The South Sandwich Isla,2010,1.36
South Korea,2010,1.0500000000000007
Spain,2010,0.6199999999999992
Sri Lanka,2010,0.6400000000000006
Sudan,2010,1.759999999999998
Suriname,2010,1.2699999999999996
Svalbard And Jan Mayen,2010,1.96
Swaziland,2010,0.9000000000000021
Sweden,2010,0.31999999999999984
Switzerland,2010,-0.07999999999999918
Syria,2010,2.620000000000001
Taiwan,2010,1.0100000000000016
Tajikistan,2010,2.01
Tanzania,2010,0.870000000000001
Thailand,2010,1.2899999999999991
Timor Leste,2010,0.509999999999998
Togo,2010,1.2999999999999972
Tonga,2010,1.25
Trinidad And Tobago,2010,1.5
Tunisia,2010,1.7699999999999996
Turkey,2010,2.369999999999999
Turkmenistan,2010,3.119999999999999
Turks And Caicas Islands,2010,0.5100000000000016
Uganda,2010,0.9500000000000028
Ukraine,2010,1.629999999999999
United Arab Emirates,2010,2.080000000000002
United Kingdom,2010,-0.16000000000000014
United States,2010,0.4900000000000002
Uruguay,2010,0.14000000000000057
Uzbekistan,2010,2.92
Venezuela,2010,1.0299999999999976
Vietnam,2010,1.3099999999999987
Virgin Islands,2010,1.4800000000000004
Western Sahara,2010,1.8499999999999979
Yemen,2010,1.3100000000000023
Zambia,2010,0.8999999999999986
Zimbabwe,2010,0.7099999999999973
